Weight Sum,Execution Time (s),Vertices
4111.536,4.6585559844970704e-05,100
4111.536,4.6508312225341795e-05,100
4111.536,0.03462409973144531,100
4111.536,0.04267096519470215,100
4111.536,0.03746604919433594,100
2855.0,0.03405880928039551,100
2855.0,0.035866498947143555,100
2464.00,0.002571,20,100268.00
2855.00,0.046126,100,2472351.00
